obs,period,date,year,month,height_live,epoch,locality,site,bar,station,treatment,strata,gear
9504,1,7/7/2010,2010,7,12.3,1,HB,N,5,HBN5,control,Y_NA,quadrat
9505,1,7/7/2010,2010,7,12.3,1,HB,N,5,HBN5,control,Y_NA,quadrat
9506,1,7/7/2010,2010,7,12.8,1,HB,N,5,HBN5,control,Y_NA,quadrat
9507,1,7/7/2010,2010,7,12.8,1,HB,N,5,HBN5,control,Y_NA,quadrat
9508,1,7/7/2010,2010,7,13.6,1,HB,N,5,HBN5,control,Y_NA,quadrat
9509,1,7/7/2010,2010,7,14.6,1,HB,N,5,HBN5,control,Y_NA,quadrat
9510,1,7/7/2010,2010,7,15,1,HB,N,5,HBN5,control,Y_NA,quadrat
9511,1,7/7/2010,2010,7,15.3,1,HB,N,5,HBN5,control,Y_NA,quadrat
9512,1,7/7/2010,2010,7,16.5,1,HB,N,5,HBN5,control,Y_NA,quadrat
9513,1,7/7/2010,2010,7,17.8,1,HB,N,5,HBN5,control,Y_NA,quadrat
9514,1,7/7/2010,2010,7,19,1,HB,N,5,HBN5,control,Y_NA,quadrat
9515,1,7/7/2010,2010,7,19.5,1,HB,N,5,HBN5,control,Y_NA,quadrat
9516,1,7/7/2010,2010,7,20.8,1,HB,N,5,HBN5,control,Y_NA,quadrat
9517,1,7/7/2010,2010,7,23.3,1,HB,N,5,HBN5,control,Y_NA,quadrat
9518,1,7/7/2010,2010,7,24.4,1,HB,N,5,HBN5,control,Y_NA,quadrat
9519,1,7/7/2010,2010,7,24.5,1,HB,N,5,HBN5,control,Y_NA,quadrat
9520,1,7/7/2010,2010,7,25.1,1,HB,N,5,HBN5,control,Y_NA,quadrat
9521,1,7/7/2010,2010,7,26.6,1,HB,N,5,HBN5,control,Y_NA,quadrat
9522,1,7/7/2010,2010,7,31.2,1,HB,N,5,HBN5,control,Y_NA,quadrat
9523,1,7/7/2010,2010,7,31.3,1,HB,N,5,HBN5,control,Y_NA,quadrat
9524,1,7/7/2010,2010,7,33.2,1,HB,N,5,HBN5,control,Y_NA,quadrat
9525,1,7/7/2010,2010,7,37.7,1,HB,N,5,HBN5,control,Y_NA,quadrat
9526,1,7/7/2010,2010,7,39.5,1,HB,N,5,HBN5,control,Y_NA,quadrat
9527,1,7/7/2010,2010,7,40.3,1,HB,N,5,HBN5,control,Y_NA,quadrat
9528,1,7/7/2010,2010,7,41.1,1,HB,N,5,HBN5,control,Y_NA,quadrat
9529,1,7/7/2010,2010,7,43.3,1,HB,N,5,HBN5,control,Y_NA,quadrat
9530,1,7/7/2010,2010,7,45.1,1,HB,N,5,HBN5,control,Y_NA,quadrat
9531,1,7/7/2010,2010,7,50.7,1,HB,N,5,HBN5,control,Y_NA,quadrat
9532,1,7/7/2010,2010,7,229,1,HB,N,5,HBN5,control,Y_NA,quadrat
9533,1,7/7/2010,2010,7,NA,1,HB,N,5,HBN5,control,Y_NA,quadrat
9534,1,7/7/2010,2010,7,NA,1,HB,N,5,HBN5,control,Y_NA,quadrat
9535,1,7/7/2010,2010,7,NA,1,HB,N,5,HBN5,control,Y_NA,quadrat
9536,1,7/7/2010,2010,7,NA,1,HB,N,5,HBN5,control,Y_NA,quadrat
9537,1,7/7/2010,2010,7,NA,1,HB,N,5,HBN5,control,Y_NA,quadrat
9538,1,7/7/2010,2010,7,4.5,1,HB,N,6,HBN6,control,Y_NA,quadrat
9539,1,7/7/2010,2010,7,17.8,1,HB,N,6,HBN6,control,Y_NA,quadrat
9540,1,7/7/2010,2010,7,20.7,1,HB,N,6,HBN6,control,Y_NA,quadrat
9541,1,7/7/2010,2010,7,21.4,1,HB,N,6,HBN6,control,Y_NA,quadrat
9542,1,7/7/2010,2010,7,22.9,1,HB,N,6,HBN6,control,Y_NA,quadrat
9543,1,7/7/2010,2010,7,23,1,HB,N,6,HBN6,control,Y_NA,quadrat
9544,1,7/7/2010,2010,7,23.9,1,HB,N,6,HBN6,control,Y_NA,quadrat
9545,1,7/7/2010,2010,7,24.4,1,HB,N,6,HBN6,control,Y_NA,quadrat
9546,1,7/7/2010,2010,7,25.2,1,HB,N,6,HBN6,control,Y_NA,quadrat
9547,1,7/7/2010,2010,7,27.2,1,HB,N,6,HBN6,control,Y_NA,quadrat
9548,1,7/7/2010,2010,7,27.3,1,HB,N,6,HBN6,control,Y_NA,quadrat
9549,1,7/7/2010,2010,7,27.8,1,HB,N,6,HBN6,control,Y_NA,quadrat
9550,1,7/7/2010,2010,7,28.2,1,HB,N,6,HBN6,control,Y_NA,quadrat
9551,1,7/7/2010,2010,7,29,1,HB,N,6,HBN6,control,Y_NA,quadrat
9552,1,7/7/2010,2010,7,29.5,1,HB,N,6,HBN6,control,Y_NA,quadrat
9553,1,7/7/2010,2010,7,29.8,1,HB,N,6,HBN6,control,Y_NA,quadrat
9554,1,7/7/2010,2010,7,30.1,1,HB,N,6,HBN6,control,Y_NA,quadrat
9555,1,7/7/2010,2010,7,30.1,1,HB,N,6,HBN6,control,Y_NA,quadrat
9556,1,7/7/2010,2010,7,30.7,1,HB,N,6,HBN6,control,Y_NA,quadrat
9557,1,7/7/2010,2010,7,30.7,1,HB,N,6,HBN6,control,Y_NA,quadrat
9558,1,7/7/2010,2010,7,31.5,1,HB,N,6,HBN6,control,Y_NA,quadrat
9559,1,7/7/2010,2010,7,32,1,HB,N,6,HBN6,control,Y_NA,quadrat
9560,1,7/7/2010,2010,7,32.2,1,HB,N,6,HBN6,control,Y_NA,quadrat
9561,1,7/7/2010,2010,7,32.4,1,HB,N,6,HBN6,control,Y_NA,quadrat
9562,1,7/7/2010,2010,7,32.6,1,HB,N,6,HBN6,control,Y_NA,quadrat
9563,1,7/7/2010,2010,7,32.8,1,HB,N,6,HBN6,control,Y_NA,quadrat
9564,1,7/7/2010,2010,7,32.8,1,HB,N,6,HBN6,control,Y_NA,quadrat
9565,1,7/7/2010,2010,7,33.2,1,HB,N,6,HBN6,control,Y_NA,quadrat
9566,1,7/7/2010,2010,7,33.2,1,HB,N,6,HBN6,control,Y_NA,quadrat
9567,1,7/7/2010,2010,7,33.6,1,HB,N,6,HBN6,control,Y_NA,quadrat
9568,1,7/7/2010,2010,7,33.8,1,HB,N,6,HBN6,control,Y_NA,quadrat
9569,1,7/7/2010,2010,7,34.1,1,HB,N,6,HBN6,control,Y_NA,quadrat
9570,1,7/7/2010,2010,7,34.9,1,HB,N,6,HBN6,control,Y_NA,quadrat
9571,1,7/7/2010,2010,7,35.1,1,HB,N,6,HBN6,control,Y_NA,quadrat
9572,1,7/7/2010,2010,7,35.1,1,HB,N,6,HBN6,control,Y_NA,quadrat
9573,1,7/7/2010,2010,7,35.4,1,HB,N,6,HBN6,control,Y_NA,quadrat
9574,1,7/7/2010,2010,7,36.2,1,HB,N,6,HBN6,control,Y_NA,quadrat
9575,1,7/7/2010,2010,7,36.3,1,HB,N,6,HBN6,control,Y_NA,quadrat
9576,1,7/7/2010,2010,7,36.6,1,HB,N,6,HBN6,control,Y_NA,quadrat
9577,1,7/7/2010,2010,7,36.6,1,HB,N,6,HBN6,control,Y_NA,quadrat
9578,1,7/7/2010,2010,7,36.9,1,HB,N,6,HBN6,control,Y_NA,quadrat
9579,1,7/7/2010,2010,7,37,1,HB,N,6,HBN6,control,Y_NA,quadrat
9580,1,7/7/2010,2010,7,37.5,1,HB,N,6,HBN6,control,Y_NA,quadrat
9581,1,7/7/2010,2010,7,38,1,HB,N,6,HBN6,control,Y_NA,quadrat
9582,1,7/7/2010,2010,7,38.9,1,HB,N,6,HBN6,control,Y_NA,quadrat
9583,1,7/7/2010,2010,7,40.3,1,HB,N,6,HBN6,control,Y_NA,quadrat
9584,1,7/7/2010,2010,7,41.4,1,HB,N,6,HBN6,control,Y_NA,quadrat
9585,1,7/7/2010,2010,7,42.2,1,HB,N,6,HBN6,control,Y_NA,quadrat
9586,1,7/7/2010,2010,7,42.4,1,HB,N,6,HBN6,control,Y_NA,quadrat
9587,1,7/7/2010,2010,7,42.4,1,HB,N,6,HBN6,control,Y_NA,quadrat
9588,1,7/7/2010,2010,7,43.5,1,HB,N,6,HBN6,control,Y_NA,quadrat
9589,1,7/7/2010,2010,7,43.8,1,HB,N,6,HBN6,control,Y_NA,quadrat
9590,1,7/7/2010,2010,7,43.8,1,HB,N,6,HBN6,control,Y_NA,quadrat
9591,1,7/7/2010,2010,7,44.9,1,HB,N,6,HBN6,control,Y_NA,quadrat
9592,1,7/7/2010,2010,7,45.2,1,HB,N,6,HBN6,control,Y_NA,quadrat
9593,1,7/7/2010,2010,7,45.6,1,HB,N,6,HBN6,control,Y_NA,quadrat
9594,1,7/7/2010,2010,7,46.9,1,HB,N,6,HBN6,control,Y_NA,quadrat
9595,1,7/7/2010,2010,7,47.5,1,HB,N,6,HBN6,control,Y_NA,quadrat
9596,1,7/7/2010,2010,7,48.4,1,HB,N,6,HBN6,control,Y_NA,quadrat
9597,1,7/7/2010,2010,7,48.6,1,HB,N,6,HBN6,control,Y_NA,quadrat
9598,1,7/7/2010,2010,7,51.6,1,HB,N,6,HBN6,control,Y_NA,quadrat
9599,1,7/7/2010,2010,7,52.5,1,HB,N,6,HBN6,control,Y_NA,quadrat
9600,1,7/7/2010,2010,7,NA,1,HB,N,6,HBN6,control,Y_NA,quadrat
9601,1,7/7/2010,2010,7,NA,1,HB,N,6,HBN6,control,Y_NA,quadrat
9602,1,7/7/2010,2010,7,NA,1,HB,N,6,HBN6,control,Y_NA,quadrat
9603,1,7/7/2010,2010,7,NA,1,HB,N,6,HBN6,control,Y_NA,quadrat
9604,1,7/7/2010,2010,7,NA,1,HB,N,6,HBN6,control,Y_NA,quadrat
9605,1,7/7/2010,2010,7,NA,1,HB,N,6,HBN6,control,Y_NA,quadrat
9606,2,12/8/2010,2010,12,NA,1,HB,N,6,HBN6,control,Y_NA,quadrat
9607,2,12/8/2010,2010,12,12,1,HB,N,6,HBN6,control,Y_NA,quadrat
9608,2,12/8/2010,2010,12,12,1,HB,N,6,HBN6,control,Y_NA,quadrat
9609,2,12/8/2010,2010,12,14.2,1,HB,N,6,HBN6,control,Y_NA,quadrat
9610,2,12/8/2010,2010,12,14.2,1,HB,N,6,HBN6,control,Y_NA,quadrat
9611,2,12/8/2010,2010,12,14.5,1,HB,N,6,HBN6,control,Y_NA,quadrat
9612,2,12/8/2010,2010,12,14.5,1,HB,N,6,HBN6,control,Y_NA,quadrat
9613,2,12/8/2010,2010,12,15.1,1,HB,N,6,HBN6,control,Y_NA,quadrat
9614,2,12/8/2010,2010,12,15.1,1,HB,N,6,HBN6,control,Y_NA,quadrat
9615,2,12/8/2010,2010,12,16.3,1,HB,N,6,HBN6,control,Y_NA,quadrat
9616,2,12/8/2010,2010,12,16.3,1,HB,N,6,HBN6,control,Y_NA,quadrat
9617,2,12/8/2010,2010,12,16.5,1,HB,N,6,HBN6,control,Y_NA,quadrat
9618,2,12/8/2010,2010,12,16.5,1,HB,N,6,HBN6,control,Y_NA,quadrat
9619,2,12/8/2010,2010,12,16.9,1,HB,N,6,HBN6,control,Y_NA,quadrat
9620,2,12/8/2010,2010,12,16.9,1,HB,N,6,HBN6,control,Y_NA,quadrat
9621,2,12/8/2010,2010,12,17.2,1,HB,N,6,HBN6,control,Y_NA,quadrat
9622,2,12/8/2010,2010,12,17.2,1,HB,N,6,HBN6,control,Y_NA,quadrat
9623,2,12/8/2010,2010,12,19.3,1,HB,N,6,HBN6,control,Y_NA,quadrat
9624,2,12/8/2010,2010,12,19.3,1,HB,N,6,HBN6,control,Y_NA,quadrat
9625,2,12/8/2010,2010,12,20,1,HB,N,6,HBN6,control,Y_NA,quadrat
9626,2,12/8/2010,2010,12,20,1,HB,N,6,HBN6,control,Y_NA,quadrat
9627,2,12/8/2010,2010,12,20.3,1,HB,N,6,HBN6,control,Y_NA,quadrat
9628,2,12/8/2010,2010,12,20.3,1,HB,N,6,HBN6,control,Y_NA,quadrat
9629,2,12/8/2010,2010,12,21.1,1,HB,N,6,HBN6,control,Y_NA,quadrat
9630,2,12/8/2010,2010,12,21.1,1,HB,N,6,HBN6,control,Y_NA,quadrat
9631,2,12/8/2010,2010,12,21.2,1,HB,N,6,HBN6,control,Y_NA,quadrat
9632,2,12/8/2010,2010,12,21.2,1,HB,N,6,HBN6,control,Y_NA,quadrat
9633,2,12/8/2010,2010,12,23.1,1,HB,N,6,HBN6,control,Y_NA,quadrat
9634,2,12/8/2010,2010,12,23.1,1,HB,N,6,HBN6,control,Y_NA,quadrat
9635,2,12/8/2010,2010,12,23.9,1,HB,N,6,HBN6,control,Y_NA,quadrat
9636,2,12/8/2010,2010,12,23.9,1,HB,N,6,HBN6,control,Y_NA,quadrat
9637,2,12/8/2010,2010,12,24.1,1,HB,N,6,HBN6,control,Y_NA,quadrat
9638,2,12/8/2010,2010,12,24.1,1,HB,N,6,HBN6,control,Y_NA,quadrat
9639,2,12/8/2010,2010,12,24.6,1,HB,N,6,HBN6,control,Y_NA,quadrat
9640,2,12/8/2010,2010,12,24.6,1,HB,N,6,HBN6,control,Y_NA,quadrat
9641,2,12/8/2010,2010,12,24.9,1,HB,N,6,HBN6,control,Y_NA,quadrat
9642,2,12/8/2010,2010,12,24.9,1,HB,N,6,HBN6,control,Y_NA,quadrat
9643,2,12/8/2010,2010,12,25,1,HB,N,6,HBN6,control,Y_NA,quadrat
9644,2,12/8/2010,2010,12,25,1,HB,N,6,HBN6,control,Y_NA,quadrat
9645,2,12/8/2010,2010,12,25.2,1,HB,N,6,HBN6,control,Y_NA,quadrat
9646,2,12/8/2010,2010,12,25.2,1,HB,N,6,HBN6,control,Y_NA,quadrat
9647,2,12/8/2010,2010,12,26.4,1,HB,N,6,HBN6,control,Y_NA,quadrat
9648,2,12/8/2010,2010,12,26.4,1,HB,N,6,HBN6,control,Y_NA,quadrat
9649,2,12/8/2010,2010,12,27.1,1,HB,N,6,HBN6,control,Y_NA,quadrat
9650,2,12/8/2010,2010,12,27.1,1,HB,N,6,HBN6,control,Y_NA,quadrat
9651,2,12/8/2010,2010,12,27.3,1,HB,N,6,HBN6,control,Y_NA,quadrat
9652,2,12/8/2010,2010,12,27.3,1,HB,N,6,HBN6,control,Y_NA,quadrat
9653,2,12/8/2010,2010,12,27.4,1,HB,N,6,HBN6,control,Y_NA,quadrat
9654,2,12/8/2010,2010,12,27.4,1,HB,N,6,HBN6,control,Y_NA,quadrat
9655,2,12/8/2010,2010,12,28.7,1,HB,N,6,HBN6,control,Y_NA,quadrat
9656,2,12/8/2010,2010,12,28.7,1,HB,N,6,HBN6,control,Y_NA,quadrat
9657,2,12/8/2010,2010,12,28.9,1,HB,N,6,HBN6,control,Y_NA,quadrat
9658,2,12/8/2010,2010,12,28.9,1,HB,N,6,HBN6,control,Y_NA,quadrat
9659,2,12/8/2010,2010,12,29.2,1,HB,N,6,HBN6,control,Y_NA,quadrat
9660,2,12/8/2010,2010,12,29.2,1,HB,N,6,HBN6,control,Y_NA,quadrat
9661,2,12/8/2010,2010,12,29.3,1,HB,N,6,HBN6,control,Y_NA,quadrat
9662,2,12/8/2010,2010,12,29.3,1,HB,N,6,HBN6,control,Y_NA,quadrat
9663,2,12/8/2010,2010,12,30.1,1,HB,N,6,HBN6,control,Y_NA,quadrat
9664,2,12/8/2010,2010,12,30.1,1,HB,N,6,HBN6,control,Y_NA,quadrat
9665,2,12/8/2010,2010,12,30.5,1,HB,N,6,HBN6,control,Y_NA,quadrat
9666,2,12/8/2010,2010,12,30.5,1,HB,N,6,HBN6,control,Y_NA,quadrat
9667,2,12/8/2010,2010,12,30.6,1,HB,N,6,HBN6,control,Y_NA,quadrat
9668,2,12/8/2010,2010,12,30.6,1,HB,N,6,HBN6,control,Y_NA,quadrat
9669,2,12/8/2010,2010,12,30.6,1,HB,N,6,HBN6,control,Y_NA,quadrat
9670,2,12/8/2010,2010,12,30.6,1,HB,N,6,HBN6,control,Y_NA,quadrat
9671,2,12/8/2010,2010,12,31,1,HB,N,6,HBN6,control,Y_NA,quadrat
9672,2,12/8/2010,2010,12,31,1,HB,N,6,HBN6,control,Y_NA,quadrat
9673,2,12/8/2010,2010,12,31.7,1,HB,N,6,HBN6,control,Y_NA,quadrat
9674,2,12/8/2010,2010,12,31.7,1,HB,N,6,HBN6,control,Y_NA,quadrat
9675,2,12/8/2010,2010,12,31.9,1,HB,N,6,HBN6,control,Y_NA,quadrat
9676,2,12/8/2010,2010,12,31.9,1,HB,N,6,HBN6,control,Y_NA,quadrat
9677,2,12/8/2010,2010,12,32.5,1,HB,N,6,HBN6,control,Y_NA,quadrat
9678,2,12/8/2010,2010,12,32.5,1,HB,N,6,HBN6,control,Y_NA,quadrat
9679,2,12/8/2010,2010,12,32.6,1,HB,N,6,HBN6,control,Y_NA,quadrat
9680,2,12/8/2010,2010,12,32.6,1,HB,N,6,HBN6,control,Y_NA,quadrat
9681,2,12/8/2010,2010,12,33.3,1,HB,N,6,HBN6,control,Y_NA,quadrat
9682,2,12/8/2010,2010,12,33.3,1,HB,N,6,HBN6,control,Y_NA,quadrat
9683,2,12/8/2010,2010,12,34,1,HB,N,6,HBN6,control,Y_NA,quadrat
9684,2,12/8/2010,2010,12,34,1,HB,N,6,HBN6,control,Y_NA,quadrat
9685,2,12/8/2010,2010,12,35.4,1,HB,N,6,HBN6,control,Y_NA,quadrat
9686,2,12/8/2010,2010,12,35.4,1,HB,N,6,HBN6,control,Y_NA,quadrat
9687,2,12/8/2010,2010,12,36.4,1,HB,N,6,HBN6,control,Y_NA,quadrat
9688,2,12/8/2010,2010,12,36.4,1,HB,N,6,HBN6,control,Y_NA,quadrat
9689,2,12/8/2010,2010,12,36.8,1,HB,N,6,HBN6,control,Y_NA,quadrat
9690,2,12/8/2010,2010,12,36.8,1,HB,N,6,HBN6,control,Y_NA,quadrat
9691,2,12/8/2010,2010,12,36.8,1,HB,N,6,HBN6,control,Y_NA,quadrat
9692,2,12/8/2010,2010,12,51.7,1,HB,N,6,HBN6,control,Y_NA,quadrat
9693,2,12/8/2010,2010,12,51.7,1,HB,N,6,HBN6,control,Y_NA,quadrat
9694,2,12/8/2010,2010,12,53.5,1,HB,N,6,HBN6,control,Y_NA,quadrat
9695,2,12/8/2010,2010,12,53.5,1,HB,N,6,HBN6,control,Y_NA,quadrat
9696,2,12/8/2010,2010,12,53.8,1,HB,N,6,HBN6,control,Y_NA,quadrat
9697,2,12/8/2010,2010,12,53.8,1,HB,N,6,HBN6,control,Y_NA,quadrat
9698,2,12/8/2010,2010,12,58.6,1,HB,N,6,HBN6,control,Y_NA,quadrat
9699,2,12/8/2010,2010,12,58.6,1,HB,N,6,HBN6,control,Y_NA,quadrat
9700,2,12/8/2010,2010,12,61.1,1,HB,N,6,HBN6,control,Y_NA,quadrat
9701,2,12/8/2010,2010,12,61.1,1,HB,N,6,HBN6,control,Y_NA,quadrat
9702,2,12/8/2010,2010,12,63.7,1,HB,N,6,HBN6,control,Y_NA,quadrat
9703,2,12/8/2010,2010,12,63.7,1,HB,N,6,HBN6,control,Y_NA,quadrat
9704,2,12/8/2010,2010,12,NA,1,HB,N,6,HBN6,control,Y_NA,quadrat
9705,2,12/8/2010,2010,12,NA,1,HB,N,6,HBN6,control,Y_NA,quadrat
9706,2,12/8/2010,2010,12,NA,1,HB,N,6,HBN6,control,Y_NA,quadrat
9707,2,12/8/2010,2010,12,NA,1,HB,N,6,HBN6,control,Y_NA,quadrat
9708,2,12/8/2010,2010,12,NA,1,HB,N,6,HBN6,control,Y_NA,quadrat
9709,2,12/8/2010,2010,12,NA,1,HB,N,6,HBN6,control,Y_NA,quadrat
9710,2,12/8/2010,2010,12,NA,1,HB,N,6,HBN6,control,Y_NA,quadrat
9711,2,12/8/2010,2010,12,40,1,HB,N,6,HBN6,control,Y_NA,quadrat
9712,2,12/8/2010,2010,12,10,1,HB,N,6,HBN6,control,Y_NA,quadrat
9713,2,12/8/2010,2010,12,10,1,HB,N,6,HBN6,control,Y_NA,quadrat
9714,2,12/8/2010,2010,12,36.8,1,HB,N,6,HBN6,control,Y_NA,quadrat
9715,2,12/8/2010,2010,12,49.4,1,HB,N,6,HBN6,control,Y_NA,quadrat
9716,2,12/8/2010,2010,12,37.5,1,HB,N,6,HBN6,control,Y_NA,quadrat
9717,2,12/8/2010,2010,12,37.5,1,HB,N,6,HBN6,control,Y_NA,quadrat
9718,2,12/8/2010,2010,12,38.6,1,HB,N,6,HBN6,control,Y_NA,quadrat
9719,2,12/8/2010,2010,12,38.6,1,HB,N,6,HBN6,control,Y_NA,quadrat
9720,2,12/8/2010,2010,12,38.9,1,HB,N,6,HBN6,control,Y_NA,quadrat
9721,2,12/8/2010,2010,12,38.9,1,HB,N,6,HBN6,control,Y_NA,quadrat
9722,2,12/8/2010,2010,12,39.5,1,HB,N,6,HBN6,control,Y_NA,quadrat
9723,2,12/8/2010,2010,12,39.5,1,HB,N,6,HBN6,control,Y_NA,quadrat
9724,2,12/8/2010,2010,12,40,1,HB,N,6,HBN6,control,Y_NA,quadrat
9725,2,12/8/2010,2010,12,40.6,1,HB,N,6,HBN6,control,Y_NA,quadrat
9726,2,12/8/2010,2010,12,40.6,1,HB,N,6,HBN6,control,Y_NA,quadrat
9727,2,12/8/2010,2010,12,42.9,1,HB,N,6,HBN6,control,Y_NA,quadrat
9728,2,12/8/2010,2010,12,42.9,1,HB,N,6,HBN6,control,Y_NA,quadrat
9729,2,12/8/2010,2010,12,43.4,1,HB,N,6,HBN6,control,Y_NA,quadrat
9730,2,12/8/2010,2010,12,43.4,1,HB,N,6,HBN6,control,Y_NA,quadrat
9731,2,12/8/2010,2010,12,44.2,1,HB,N,6,HBN6,control,Y_NA,quadrat
9732,2,12/8/2010,2010,12,44.2,1,HB,N,6,HBN6,control,Y_NA,quadrat
9733,2,12/8/2010,2010,12,47.9,1,HB,N,6,HBN6,control,Y_NA,quadrat
9734,2,12/8/2010,2010,12,47.9,1,HB,N,6,HBN6,control,Y_NA,quadrat
9735,2,12/8/2010,2010,12,49.1,1,HB,N,6,HBN6,control,Y_NA,quadrat
9736,2,12/8/2010,2010,12,49.1,1,HB,N,6,HBN6,control,Y_NA,quadrat
9737,2,12/8/2010,2010,12,49.4,1,HB,N,6,HBN6,control,Y_NA,quadrat
9738,1,5/25/2010,2010,5,43,1,HB,O,1,HBO1,control,Y_NA,quadrat
9739,1,5/25/2010,2010,5,NA,1,HB,O,1,HBO1,control,Y_NA,quadrat
9740,1,5/25/2010,2010,5,NA,1,HB,O,1,HBO1,control,Y_NA,quadrat
9741,1,5/25/2010,2010,5,NA,1,HB,O,1,HBO1,control,Y_NA,quadrat
9742,1,5/25/2010,2010,5,NA,1,HB,O,1,HBO1,control,Y_NA,quadrat
9743,1,5/25/2010,2010,5,NA,1,HB,O,1,HBO1,control,Y_NA,quadrat
9744,1,5/25/2010,2010,5,NA,1,HB,O,1,HBO1,control,Y_NA,quadrat
9745,1,5/25/2010,2010,5,NA,1,HB,O,1,HBO1,control,Y_NA,quadrat
9746,1,5/25/2010,2010,5,NA,1,HB,O,1,HBO1,control,Y_NA,quadrat
9747,1,5/25/2010,2010,5,NA,1,HB,O,1,HBO1,control,Y_NA,quadrat
9748,1,7/7/2010,2010,7,7.5,1,HB,O,1,HBO1,control,Y_NA,quadrat
9749,1,7/7/2010,2010,7,8.2,1,HB,O,1,HBO1,control,Y_NA,quadrat
9750,1,7/7/2010,2010,7,8.5,1,HB,O,1,HBO1,control,Y_NA,quadrat
9751,1,7/7/2010,2010,7,8.9,1,HB,O,1,HBO1,control,Y_NA,quadrat
9752,1,7/7/2010,2010,7,9.2,1,HB,O,1,HBO1,control,Y_NA,quadrat
9753,1,7/7/2010,2010,7,9.4,1,HB,O,1,HBO1,control,Y_NA,quadrat
9754,1,7/7/2010,2010,7,9.5,1,HB,O,1,HBO1,control,Y_NA,quadrat
9755,1,7/7/2010,2010,7,9.5,1,HB,O,1,HBO1,control,Y_NA,quadrat
9756,1,7/7/2010,2010,7,9.5,1,HB,O,1,HBO1,control,Y_NA,quadrat
9757,1,7/7/2010,2010,7,9.7,1,HB,O,1,HBO1,control,Y_NA,quadrat
9758,1,7/7/2010,2010,7,9.7,1,HB,O,1,HBO1,control,Y_NA,quadrat
9759,1,7/7/2010,2010,7,9.8,1,HB,O,1,HBO1,control,Y_NA,quadrat
9760,1,7/7/2010,2010,7,10,1,HB,O,1,HBO1,control,Y_NA,quadrat
9761,1,7/7/2010,2010,7,10,1,HB,O,1,HBO1,control,Y_NA,quadrat
9762,1,7/7/2010,2010,7,10.1,1,HB,O,1,HBO1,control,Y_NA,quadrat
9763,1,7/7/2010,2010,7,10.4,1,HB,O,1,HBO1,control,Y_NA,quadrat
9764,1,7/7/2010,2010,7,10.5,1,HB,O,1,HBO1,control,Y_NA,quadrat
9765,1,7/7/2010,2010,7,10.8,1,HB,O,1,HBO1,control,Y_NA,quadrat
9766,1,7/7/2010,2010,7,10.8,1,HB,O,1,HBO1,control,Y_NA,quadrat
9767,1,7/7/2010,2010,7,10.9,1,HB,O,1,HBO1,control,Y_NA,quadrat
9768,1,7/7/2010,2010,7,11,1,HB,O,1,HBO1,control,Y_NA,quadrat
9769,1,7/7/2010,2010,7,11,1,HB,O,1,HBO1,control,Y_NA,quadrat
9770,1,7/7/2010,2010,7,11.1,1,HB,O,1,HBO1,control,Y_NA,quadrat
9771,1,7/7/2010,2010,7,11.3,1,HB,O,1,HBO1,control,Y_NA,quadrat
9772,1,7/7/2010,2010,7,11.5,1,HB,O,1,HBO1,control,Y_NA,quadrat
9773,1,7/7/2010,2010,7,11.5,1,HB,O,1,HBO1,control,Y_NA,quadrat
9774,1,7/7/2010,2010,7,11.6,1,HB,O,1,HBO1,control,Y_NA,quadrat
9775,1,7/7/2010,2010,7,11.7,1,HB,O,1,HBO1,control,Y_NA,quadrat
9776,1,7/7/2010,2010,7,11.8,1,HB,O,1,HBO1,control,Y_NA,quadrat
9777,1,7/7/2010,2010,7,11.9,1,HB,O,1,HBO1,control,Y_NA,quadrat
9778,1,7/7/2010,2010,7,12,1,HB,O,1,HBO1,control,Y_NA,quadrat
9779,1,7/7/2010,2010,7,12.1,1,HB,O,1,HBO1,control,Y_NA,quadrat
9780,1,7/7/2010,2010,7,12.3,1,HB,O,1,HBO1,control,Y_NA,quadrat
9781,1,7/7/2010,2010,7,12.7,1,HB,O,1,HBO1,control,Y_NA,quadrat
9782,1,7/7/2010,2010,7,12.8,1,HB,O,1,HBO1,control,Y_NA,quadrat
9783,1,7/7/2010,2010,7,12.8,1,HB,O,1,HBO1,control,Y_NA,quadrat
9784,1,7/7/2010,2010,7,13,1,HB,O,1,HBO1,control,Y_NA,quadrat
9785,1,7/7/2010,2010,7,13,1,HB,O,1,HBO1,control,Y_NA,quadrat
9786,1,7/7/2010,2010,7,13.1,1,HB,O,1,HBO1,control,Y_NA,quadrat
9787,1,7/7/2010,2010,7,13.2,1,HB,O,1,HBO1,control,Y_NA,quadrat
9788,1,7/7/2010,2010,7,13.3,1,HB,O,1,HBO1,control,Y_NA,quadrat
9789,1,7/7/2010,2010,7,13.4,1,HB,O,1,HBO1,control,Y_NA,quadrat
9790,1,7/7/2010,2010,7,13.5,1,HB,O,1,HBO1,control,Y_NA,quadrat
9791,1,7/7/2010,2010,7,13.6,1,HB,O,1,HBO1,control,Y_NA,quadrat
9792,1,7/7/2010,2010,7,13.6,1,HB,O,1,HBO1,control,Y_NA,quadrat
9793,1,7/7/2010,2010,7,13.8,1,HB,O,1,HBO1,control,Y_NA,quadrat
9794,1,7/7/2010,2010,7,13.9,1,HB,O,1,HBO1,control,Y_NA,quadrat
9795,1,7/7/2010,2010,7,14,1,HB,O,1,HBO1,control,Y_NA,quadrat
